	XM_001662595.2	XM_001657462.3	XM_021847043.1	XM_001664194.2	XM_021851049.1	XM_001649790.2	XM_021850261.1	XM_001652683.2	XM_021841341.1	XM_001648700.2	XM_021857384.1	XM_021852340.1	XM_001649087.2	XM_021853012.1	XM_021851750.1	XM_021840622.1	XM_001657120.2	XM_021851332.1	XM_021846286.1
SRR11237952	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	2
SRR6313632	1	-1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006710	1	1	1	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR14333891	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR5562858	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006552	1	1	1	1	1	1	1	1	0	0	0	1	-1	1	1	1	1	1	0
SRR11006676	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0
SRR11237940	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	2
SRR11006651	1	1	1	1	1	1	1	1	1	0	0	1	-1	1	1	1	1	1	0
SRR11006690	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006695	1	1	1	1	1	1	1	-1	1	0	0	1	0	1	1	1	1	1	0
SRR11006786	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006802	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006920	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR6313631	1	1	1	-1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	2
SRR11006877	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006619	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR5562876	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	2
SRR11100161	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR14333880	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0
SRR11006844	1	1	0	1	1	1	1	1	0	1	-1	1	0	1	1	1	1	1	0
SRR11238019	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1
SRR14333863	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0
SRR11196655	1	1	-1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006955	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	2
SRR11100129	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11196647	1	1	1	1	-1	1	1	1	-1	0	0	1	0	1	1	1	1	1	1
SRR11196622	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0
SRR11237977	1	1	1	1	1	1	1	1	0	0	0	0	0	1	-1	1	1	1	0
SRR11196675	-1	1	1	-1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006673	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006904	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0
SRR11006799	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0
SRR11006933	1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11196628	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11196621	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0
SRR11006810	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006873	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0
SRR11006714	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0
SRR11006848	1	1	1	-1	1	1	1	1	-1	0	0	1	0	1	1	1	1	1	2
SRR11100111	-1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006670	1	-1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR14333860	1	1	1	1	1	1	1	1	-1	0	0	1	0	1	1	1	1	1	1
SRR11006606	1	1	1	1	1	1	1	1	0	0	-1	1	0	1	1	1	1	1	0
SRR11006479	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	0
SRR11196624	-1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006724	1	1	1	-1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006641	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006516	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006633	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006792	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006605	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0
SRR11006864	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006684	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006900	1	1	1	0	1	1	1	0	0	0	0	1	0	1	1	1	1	1	2
SRR11006735	1	1	1	1	1	1	1	1	-1	0	0	1	0	1	1	1	1	1	0
SRR11196685	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006538	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR11006497	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR11006532	1	-1	1	1	-1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006525	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006812	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0
SRR11196640	1	1	1	-1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006713	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006819	1	1	1	1	1	1	1	-1	0	0	0	1	0	1	1	1	1	1	0
SRR11196654	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006650	1	1	1	1	1	1	1	1	-1	0	0	1	1	1	1	1	1	1	0
SRR11006829	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006699	1	1	1	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006753	1	1	1	-1	1	1	1	1	0	0	1	1	-1	1	1	1	1	1	0
SRR11238002	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006671	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	2
SRR11006654	1	1	1	1	1	1	1	1	0	0	0	1	-1	1	1	1	1	1	0
SRR11006674	1	1	-1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0
SRR11100154	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006623	1	1	1	1	1	1	1	1	-1	0	0	1	0	1	1	1	1	1	0
SRR11196629	1	1	1	1	1	1	1	0	0	0	-1	1	1	1	1	1	1	1	0
SRR11006577	1	1	1	1	1	1	1	1	0	0	-1	1	0	1	1	1	1	1	0
SRR11006862	0	1	1	1	1	1	1	1	-1	0	1	1	0	1	1	1	1	1	0
SRR11196665	1	1	1	1	1	1	1	-1	0	0	0	1	1	1	1	1	1	1	0
SRR11006835	1	-1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100183	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR5562854	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
ERR4065462	-1	1	-1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100159	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11237933	1	1	1	1	1	1	1	1	0	0	-1	1	0	1	1	1	1	-1	0
SRR11006913	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006545	1	1	1	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006712	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0
SRR11006734	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196660	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196645	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006748	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006843	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006489	1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
ERR4065472	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11006557	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196656	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100142	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR11006766	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0
SRR11237936	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006628	1	1	1	1	1	1	1	1	0	0	-1	1	1	1	1	1	1	1	0
SRR11006498	1	1	1	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100112	0	1	1	1	1	1	1	1	0	0	0	1	-1	1	1	1	1	1	0
SRR11006524	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0
SRR14196803	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11237982	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	-1	2
SRR11006553	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100147	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006700	1	1	1	1	1	1	-1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006652	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0
SRR11237997	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006774	1	1	1	1	0	1	1	-1	0	0	0	1	0	1	1	1	1	1	0
SRR11238008	1	1	1	1	1	1	-1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006881	-1	1	1	-1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR11100131	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	2
SRR14333859	1	1	-1	1	1	1	-1	1	0	0	1	1	0	1	1	1	1	1	2
SRR11006568	1	1	1	-1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0
SRR11006924	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
ERR4065468	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	2
SRR11006631	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0
SRR5562877	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006801	1	1	-1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0
SRR11006836	1	1	-1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0
SRR11006661	1	1	1	1	1	1	1	1	1	0	-1	1	1	1	1	1	1	1	0
SRR11006791	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0
SRR11006527	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0
SRR11006559	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR14333877	1	1	1	1	1	1	1	1	-1	0	0	1	1	1	1	1	1	1	0
SRR14333858	1	1	1	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
ERR4065459	1	1	1	-1	1	1	1	1	0	0	0	1	1	1	1	-1	1	0	0
SRR11006693	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11006719	1	-1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006672	1	1	1	1	1	1	1	1	-1	0	0	1	-1	1	0	1	0	1	0
SRR11006914	1	1	1	0	1	1	1	1	1	0	-1	1	0	1	1	1	1	-1	0
SRR11006851	1	1	1	1	-1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006868	1	1	1	1	1	1	1	1	0	0	-1	1	0	1	1	1	1	1	0
SRR11100149	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0
SRR11006666	1	1	1	1	1	1	1	1	0	0	-1	1	0	1	1	1	1	1	0
SRR11006706	-1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11237992	1	-1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006767	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR6313629	0	1	1	1	1	1	1	1	0	-1	0	1	0	1	1	1	1	1	0
SRR11006895	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006649	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0
SRR11006908	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006944	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11006909	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006616	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
ERR4065473	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	2
SRR11006856	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	2
SRR11006596	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006807	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0
SRR11006740	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11100109	1	1	1	-1	1	1	1	1	0	0	-1	1	0	1	1	1	1	1	2
SRR11006727	1	1	1	1	1	1	-1	1	0	0	0	1	0	1	1	1	1	1	0
SRR14196807	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006778	1	1	1	1	1	1	1	1	0	-1	0	1	1	1	1	1	1	1	0
SRR11006721	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0
SRR11100113	1	1	1	-1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	2
SRR11237937	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	-1	1	1	0
SRR11006546	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11100133	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	2
SRR11196630	1	1	1	1	1	1	-1	0	-1	0	0	1	0	1	1	1	1	1	0
SRR11196613	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	2
ERR4065470	0	1	1	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11006775	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0
SRR11006659	1	1	1	1	1	1	1	-1	0	0	1	1	0	1	1	1	1	1	0
SRR11006789	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006491	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0
SRR5562866	1	1	1	1	1	1	1	1	0	-1	0	1	-1	1	1	1	1	1	0
SRR11006681	1	1	1	1	1	1	1	1	-1	0	0	1	0	1	1	1	1	1	0
SRR11006617	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006863	1	1	1	-1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006637	1	1	1	1	1	1	1	1	-1	0	0	1	0	1	1	1	1	1	0
SRR11100177	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196642	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196667	1	1	1	1	1	1	1	1	0	0	-1	1	1	1	1	1	1	1	0
SRR11006854	1	1	-1	1	1	1	1	1	0	0	0	1	-1	1	1	1	1	1	0
SRR14333878	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006687	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0
SRR11006487	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11006756	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0
SRR9959082	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0
SRR11006931	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196641	1	1	1	1	1	1	1	1	-1	0	0	0	0	1	1	1	1	1	0
SRR11100139	1	1	1	-1	-1	1	1	1	0	0	0	0	0	1	0	1	1	1	0
SRR11006840	1	1	1	1	1	1	1	1	-1	0	0	1	0	1	1	1	1	1	0
SRR5562878	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	-1	1	1	2
SRR11238009	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	2
SRR11006814	1	1	1	-1	1	1	-1	1	0	0	0	1	1	-1	1	1	1	1	0
SRR11006507	1	1	1	1	1	1	-1	1	0	0	0	1	0	1	1	-1	1	1	0
SRR11100200	1	1	0	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006662	1	1	1	1	1	1	-1	1	0	0	0	1	0	1	0	1	1	1	0
SRR11006722	1	1	1	1	1	1	1	1	0	0	-1	0	0	1	1	1	1	1	0
SRR11006833	1	1	-1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006622	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006857	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006585	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR5562868	1	-1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11006567	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196664	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0
SRR11196636	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0
SRR11006941	1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006607	1	1	1	1	1	1	1	1	0	0	0	1	-1	1	1	1	1	1	0
SRR11006852	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196659	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100141	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	2
SRR11006912	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
ERR4065455	1	1	1	1	1	1	1	1	0	0	-1	1	1	1	1	1	1	1	0
SRR11006800	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	-1	1	1	0
SRR11006483	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006917	1	1	1	-1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006808	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006566	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006541	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0
SRR11006551	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006584	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006745	1	1	1	1	1	1	-1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006478	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006859	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006950	1	1	1	-1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0
SRR11196620	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100170	1	1	1	-1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006615	1	0	1	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11237989	1	1	1	-1	1	1	1	1	0	0	1	1	-1	1	1	1	1	1	0
SRR11006517	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006601	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0
SRR11006705	-1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006685	1	1	1	1	1	1	1	1	0	0	0	1	-1	1	1	1	1	1	0
SRR11006897	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	0
SRR11006504	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0
SRR11006554	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0
SRR11100157	1	1	1	1	1	1	1	-1	0	0	0	1	0	1	1	1	1	1	0
SRR11238020	1	1	1	1	1	1	1	1	0	0	-1	1	1	1	1	1	1	1	0
SRR11006729	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006898	1	1	1	1	1	1	1	1	0	0	-1	1	0	1	1	1	1	1	0
SRR11006847	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006515	1	1	1	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006709	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196625	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR11006825	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0
SRR11196678	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR5562869	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	-1	0
SRR11006514	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0
SRR11100185	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006486	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	-1	1	1	0
