	XM_001662595.2	XM_001657462.3	XM_021847043.1	XM_001664194.2	XM_021851049.1	XM_001649790.2	XM_021850261.1	XM_001652683.2	XM_021841341.1	XM_001648700.2	XM_021857384.1	XM_021852340.1	XM_001649087.2	XM_021853012.1	XM_021851750.1	XM_021840622.1	XM_001657120.2	XM_021851332.1	XM_021846286.1
SRR11006594	1	1	1	1	-1	1	1	1	0	0	1	1	0	1	1	1	1	1	0
SRR11006936	1	1	1	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006841	1	1	1	1	1	1	-1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100184	-1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1
SRR11006689	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006716	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0
SRR11006660	1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11006783	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0
SRR11006632	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11237945	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006529	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0
SRR11006680	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0
SRR11237972	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0
SRR11006878	1	1	1	-1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	2
SRR11196649	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1
SRR11006598	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	1	1	2
SRR11006773	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0
SRR11238007	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0
SRR11006677	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006817	1	1	1	1	1	1	-1	1	1	0	0	1	0	1	1	1	1	1	0
SRR11006593	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR11006600	1	1	1	-1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0
SRR11006493	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0
SRR11006874	1	1	1	1	1	1	-1	1	0	0	-1	1	1	1	1	1	1	1	0
SRR14196805	1	1	1	1	-1	1	-1	1	0	0	0	1	0	1	1	1	1	-1	0
SRR11006867	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11006794	0	1	1	-1	1	1	-1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006796	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0
SRR11006911	1	-1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	-1	2
ERR4065457	1	1	1	1	1	1	1	1	0	0	0	0	0	1	-1	1	1	1	0
SRR11006884	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	-1	1	1	0
SRR11100202	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006754	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006484	1	1	1	1	1	1	1	1	0	0	-1	1	0	1	1	1	1	1	0
SRR11006934	1	1	-1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006678	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR11100178	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196632	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006556	1	1	1	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006758	1	-1	1	1	1	1	1	1	0	0	0	1	-1	1	1	1	1	1	0
SRR11006728	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11196662	-1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196679	1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006692	1	1	1	1	1	1	1	1	0	0	0	1	-1	1	1	1	1	1	0
SRR11006569	1	1	1	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006502	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006583	1	1	1	1	1	1	1	1	0	0	-1	1	0	1	1	1	1	1	0
SRR11006951	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006634	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0
SRR11006776	1	1	1	1	1	1	1	1	1	0	0	1	-1	1	1	1	1	1	0
SRR11196676	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0
SRR11006534	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR11196687	1	1	1	1	1	1	1	1	0	0	0	1	-1	1	1	1	1	1	0
SRR11006921	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006704	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11006570	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR11006935	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006813	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0
SRR11006494	1	1	-1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0
SRR11006885	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196638	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR11006929	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0
SRR11006578	1	1	-1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100167	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006919	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006548	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	-1	0
SRR11006664	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR5562873	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100176	1	1	1	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0
SRR11100104	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1
SRR11196646	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1
SRR11006737	1	1	1	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006697	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006505	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006636	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196681	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0
SRR11006698	1	0	1	1	-1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR9959083	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0
SRR11196653	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11237939	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR11006694	1	1	1	1	1	1	1	1	0	0	-1	1	0	1	1	1	1	0	0
SRR11196611	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	2
SRR5562871	1	-1	1	1	1	1	1	0	-1	0	0	1	1	1	1	1	1	1	0
SRR11196614	1	1	1	1	1	1	1	1	-1	0	0	1	0	1	1	1	1	1	1
SRR11237999	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11196631	1	-1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0
SRR11006501	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR5562879	1	1	1	1	1	1	-1	1	0	1	0	1	-1	1	-1	1	1	1	1
SRR11006604	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0
SRR11006506	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006638	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100134	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0
SRR11006806	1	1	-1	-1	1	1	0	0	0	0	0	1	-1	1	1	1	1	1	0
SRR11006608	-1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100171	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	2
SRR11238006	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0
SRR11006824	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	-1	1	1	0
SRR11006932	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11237944	1	1	1	1	1	1	1	1	0	0	-1	1	0	1	1	1	0	1	0
SRR11006736	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	-1	0
SRR11237929	1	1	1	-1	1	1	0	-1	0	0	0	1	1	1	1	1	1	1	0
SRR11006731	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11100150	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196648	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	2
SRR11006893	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11100128	1	1	1	1	1	1	1	1	0	-1	0	1	0	1	1	1	1	1	2
SRR11006718	1	1	1	-1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0
SRR11006839	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006741	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006940	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	0
SRR14333871	-1	-1	1	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	2
SRR11006635	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006945	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0
SRR5519646	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR11238004	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006645	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006832	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	1	0
SRR11237938	1	1	1	1	1	1	1	1	0	0	-1	1	1	1	1	1	1	1	0
SRR11006571	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR14333887	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11238018	1	1	1	0	1	1	1	1	-1	0	0	1	1	1	1	1	1	1	1
SRR11006777	-1	1	1	1	1	1	1	0	-1	0	0	1	0	1	1	1	1	1	0
SRR11006894	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11100148	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR14196811	1	1	-1	1	1	1	1	1	0	0	0	1	-1	1	1	1	1	1	2
SRR11006942	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0
SRR11196671	1	-1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006522	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006732	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
ERR4065466	1	1	1	-1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	2
SRR11100163	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0
SRR11237941	1	1	1	-1	1	1	1	1	0	0	-1	1	1	1	1	1	1	-1	0
SRR11006845	1	1	1	1	1	1	1	1	-1	0	0	1	0	1	1	1	1	1	2
SRR11100120	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11006682	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0
SRR11006644	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR11006639	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006891	1	1	1	1	1	1	1	-1	-1	0	0	1	0	1	1	1	1	1	0
SRR11196686	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006883	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006781	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	-1	1	1	0
SRR11006860	1	1	1	1	1	1	1	1	0	0	-1	1	0	1	1	1	1	1	0
SRR11006879	1	1	1	1	1	1	1	1	-1	0	-1	1	0	1	1	1	1	1	0
SRR11006915	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006642	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196626	1	1	1	1	-1	1	1	-1	0	0	0	1	1	1	1	1	1	1	0
SRR11006701	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006872	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006733	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006842	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0
SRR11006738	1	1	1	1	1	1	-1	0	0	0	0	1	1	1	1	1	1	1	0
SRR11237998	1	1	-1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11006782	1	1	1	1	1	1	-1	1	0	0	0	1	0	1	1	1	1	0	0
SRR11006536	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006888	1	1	1	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006519	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006869	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11237971	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0
SRR11006905	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196663	0	1	1	1	1	1	-1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006499	1	-1	1	1	-1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006943	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006624	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100115	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11237981	1	1	1	1	-1	1	1	1	0	0	0	1	-1	1	1	1	1	1	0
SRR11006683	1	1	-1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100110	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1
SRR11006903	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0
SRR11006495	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006610	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR9959076	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006723	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
ERR4065454	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006762	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006765	1	1	1	1	1	1	-1	1	0	0	-1	0	0	1	1	1	1	1	0
SRR11100126	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006592	1	1	1	1	1	1	1	-1	0	0	-1	1	0	1	1	1	1	1	0
SRR5562865	1	1	1	1	1	1	1	0	-1	0	0	1	0	0	1	1	1	1	0
SRR11006707	0	1	1	1	0	1	1	1	-1	0	0	1	0	1	1	1	1	1	0
SRR11006830	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006889	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	2
SRR11196633	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0
SRR11006492	1	1	1	1	1	1	-1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196666	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11100138	1	1	-1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	2
SRR11196610	1	1	1	1	1	1	1	1	0	0	0	1	-1	1	1	1	1	1	1
SRR11006866	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006618	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006771	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0
SRR11237935	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100196	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11196619	1	1	1	1	1	1	1	1	0	0	-1	1	1	1	1	1	1	1	0
SRR11006562	1	1	1	-1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR14196806	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006513	1	1	1	1	1	1	1	1	0	0	-1	1	-1	1	1	1	1	1	0
SRR11006828	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	0
SRR11006589	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196673	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006780	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11237960	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006575	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0
SRR11100198	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11100135	1	1	1	1	1	1	1	1	0	0	0	1	-1	1	1	1	1	1	0
SRR11006629	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006785	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196639	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11196682	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0
SRR11006871	1	1	1	1	1	1	1	-1	1	0	0	1	0	1	1	1	1	1	0
SRR14333890	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0
SRR11196677	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006858	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11196684	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR6313630	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006875	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0
SRR11006928	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
ERR4065463	1	1	1	1	1	1	1	1	0	0	0	1	-1	1	1	1	1	1	0
SRR11006816	1	1	1	1	1	1	-1	1	0	0	0	1	0	1	1	1	0	1	0
SRR5562752	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0
SRR11006743	1	1	1	0	1	1	1	1	0	0	-1	1	1	1	1	-1	1	1	0
SRR11006540	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006626	1	1	1	1	1	1	1	1	0	-1	0	1	0	1	1	1	1	1	0
SRR11006595	1	1	1	1	1	1	1	0	0	0	0	1	-1	1	1	1	1	1	0
SRR11006947	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR11006952	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006547	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11196669	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006558	1	1	1	1	1	1	1	1	0	0	0	1	-1	1	1	1	1	1	0
SRR11006739	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100173	1	1	0	1	-1	1	1	0	0	0	0	1	1	1	1	1	1	1	0
SRR11006769	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0
SRR11006809	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR11006612	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0
SRR11006752	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0
SRR11006938	1	1	1	1	1	1	1	1	-1	0	-1	1	1	1	1	1	1	1	0
SRR11006535	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006511	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0
SRR11006549	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006730	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11006696	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	-1	1	1	0
SRR11006531	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0
SRR11006763	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0
SRR11237958	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	2
SRR11100181	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0
SRR11006669	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0
SRR11006946	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
SRR11100127	1	1	1	1	1	0	1	-1	0	0	0	1	0	1	1	1	1	1	0
SRR11006627	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0
SRR14333873	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2
SRR11006544	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	0
